codigo_producto,nombre_producto,peso_manual,peso_calculado,no_recomendar
CNAFST006,CINTA ADHES FIVE STICK TORNASOL VER 12MM X 2YDS,1.5,1.0,False
ACCXXX008,ACCES COMP USB 64GB,1.5,1.0,False
CORPEL001,CORRECTOR PELIKAN MX LIQUIDO C BROCHA 20ML,1.5,0.5,True
MRJPEL025,MARCADOR JGO PELIKAN MX MARKANA TWIST JGO24U 30312400,0.5,1.0,True
XLIATN019,FRANKESTEIN,1.5,1.0,False
PNLACR055,PINTUR TELA ACRILEX 533  MET PLA.,1.2,1.0,True
PLUXXX029,PAP LUSTROSO FUCSIA PUNTOS 50X70CM,0.5,1.0,False
CARDEL007,CAJA PARA ARCHIVO 0306.X.0025 OFICIO,1.5,1.0,False
SEPACP006,SEPARADOR ACP 756 PLAST JGO6DIV FICHERO,1.2,1.0,False
CUABRW003,CUADERNO BRW CD1003 CORAZON,0.5,1.0,False
TIJMAP006,TIJERA MAPED 464412 START SOFT 13CM PLAST,1.5,1.0,True
CNAFST007,CINTA ADHES FIVE STICK TORNASOL AMA 12MM X 2YDS,1.0,1.2,False
PATXXX001,PAP TORNASOL DIF COLORES,0.7,1.0,True
FOLDEL021,FOLDER DELLO 0242.P.0050 DELLOFINE NEG. LOMO 2 CMS OFICIO,1.5,0.5,True
MCPPEL006,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.6,1.2,1.0,False
FOLDEL058,FOLDER DELLO 0246.WP.0050 SERENA ROS. PASTEL OFICIO,0.7,1.0,True
PBOXXX106,PAP BOND 75GR BLAN DOBLE OFICIO,0.5,1.0,True
BLPHOA038,BLOCK POST HOPAX 26010 AMA 18X1PULG 45X25MM 25HJS,1.2,1.0,True
PLUXXX031,PAP LUSTROSO ROSA PUNTOS 50X70CM,1.5,1.0,False
CNRDYM017,CINTA ROTUL DYMO 158 09 NEG 1/2PULG,1.0,0.5,True
CAUCNS029,CARTULINA CANSON COLORLINE CAFE 50X65CM C41032,1.5,1.0,True
BOLSCH007,BOLIGRAFO SCHNEIDER 152273 ESTUCHE DESPLEGABLE BOLIGRAFOS SLIDER EDGE XB 4PZA,1.2,1.0,False
CNAFST005,CINTA ADHES FIVE STICK TORNASOL ROJ 12MM X 2YDS,0.7,1.0,False
ETLMAP011,ESTUCHE ESCOLAR MAPED TUBO NEOPRENO 934839,1.5,1.0,False
REGDEL005,REGLA DELLO 3112.Q.0096 30 CM DELLOCOLOR ROSA CX DISPLAY,1.5,1.0,False
BLPPEL007,BLOCK POST PELIKAN MX 097 010 318 3X3PULG 76X76MM PASTEL PQ400HJS 4COL,1.5,1.0,False
FOLVIN002,FOLDER VINIFAN OFICIO DOBLE PLAST,1.2,1.0,True
CUDABC020,CUADERNILLO ABC CARTA 4MM MARGEN,1.5,1.0,True
FOLDEL024,FOLDER DELLO 0242.U.0050 DELLOFINE ROJ. LOMO 2 CMS OFICIO,1.0,0.5,True
XCLSIG048,SEGUNDA LECTURA LA SELVA DISFRAZADA Y UNA AL,0.5,1.0,False
TIJIDL002,TIJERA IDEAL 8 1/2PULG,1.0,0.7,True
KITABC001,KIT 1,1.0,0.7,True
GOEXXX126,GOMA EVA GLITTER LILA CLARO 50X70CM,1.2,0.7,False
LCLLYR057,LAPIC COLOR LYRA 2821120 JGO12 GROOVE SLIM CARTON,0.5,1.0,True
PINMDN010,PINCEL MADISON 7922 JGO12U,1.2,0.7,True
ESPXXX011,ESPIRAL 33MM PLAST(25UNID),1.0,0.5,False
CAVTLB005,CARTAP VISOR TALBOT 3PULG 3A TIPO D A4 PLAST BLA,1.5,1.0,True
MCPPTL023,MICROPUNTA PENTEL BL17 B ROJ 0.7MM ENERGEL,1.2,1.0,True
CLPCHI004,CLIP METAL CHINA 78MM CJ50U,1.2,1.0,False
MCPSTB050,MICROPUNTA STABILO 88 36 VER 0.4MM POINT 88,0.5,1.0,False
MCPSTB090,MICROPUNTA STABILO 88 16 ESM CLARO POINT 88,1.2,1.5,True
POJDEL017,PORTA OBJETOS DELLO 3020.VP.0006 VER. 3 DIV.,1.5,1.0,False
PLFPEL034,PLUMAFUENTE PELIKAN AL 821841 JAZZ NOBLE ELEGANCE  P36 AZUL,1.5,1.0,True
ETLMAP015,ESTUCHE ESCOLAR MAPED 242767 MAXI KIT GRAPHIC4PZA,0.7,1.0,True
TRAMAP001,TRANSPORTADOR MAPED 2423 21 CM 360,1.5,1.0,False
XMUSIN005,CANCIONERO PATRIOTICO,1.5,1.0,True
ATMXXX101,PUNZON ESCOLAR EVAFLEX,1.2,1.0,False
FOLDEL063,FOLDER DELLO 0247.VP.0050 SERENA VER. PASTEL LOMO 2 CMS OFICIO,1.2,1.0,True
FOLDEL064,FOLDER DELLO 0247.WP.0050 SERENA ROS. PASTEL LOMO 2 CMS OFICIO,0.7,1.0,False
ESDPIM001,ESCUADRA PRIMO 8256SQ60 30 60CM  ,1.5,1.0,False
TPEXXX002,TABLA PERIODICA FORMULAS DE FISICA,1.5,1.0,False
MRJPEL024,MARCADOR JGO PELIKAN MX MARKANA PINCEL PASTEL 30341201 JGO12U,0.5,1.0,False
FOLDEL109,FOLDER DELLO 0240.L.0050 DELLOFINE LILA NEON ALA OFICIO,1.2,1.0,False
BOLUNI012,BOLIGRAFO SIGNO SPARKLING NAR BRILLANTINA 120SP 54,1.2,1.0,True
RESSTB023,RESALTADOR STABILO 70/10 2  BOSS ARTY JGO 10PCS,0.7,1.0,False
MCPPEL007,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.7,1.5,1.0,False
MCPPTL030,MICROPUNTA PENTEL BLN25 AX NEG 0.5MM ENERGEL,0.7,1.0,True
ETQPGF002,ETIQUETAS PEGAFAN AMA FLUOR 19X25MM BL102U,1.5,1.0,False
SENATS009,SEÑALADOR ARTESCO VER PRECORTADO 3.8CM PLAST,0.7,1.0,True
MCPPTL035,MICROPUNTA PENTEL BL107 CX AZU 0.7MM ENERGELX RETRAC,0.5,1.0,False
TTMTRO004,TINT TAMPO TRODAT 7011 NEG 28ML,0.5,1.0,True
MCPSTB121,MICROPUNTA STABILO 8825 071 POINT ROLLERSET ARTY 88 JGO25U,1.5,1.0,False
SENATS016,SEÑALADOR ARTESCO VER PRECORTADO 5.1CM PLAST,1.5,1.0,False
MRDPEL051,MARCADOR PELIKAN MX 240 NEG PERM TRAZO FINO,0.7,1.0,False
BOLPEL073,BOLIGRAFO PELIKAN AL 812672 JAZZ PASTEL K36 AMARILLO,0.5,1.0,False
FOLDEL060,FOLDER DELLO 0247.BP.0050 SERENA AZU. PASTEL LOMO 2 CMS OFICIO,1.5,1.0,False
MCPPEL008,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.8,1.2,1.0,True
CRJPEL015,CRAYON JGO PELIKAN MX JUMBO TRIANG PASTEL JGO6U PELICRAYONES,1.5,1.0,False
CAVRIC008,CARTAP VISOR RICOR 3PULG 2A A4 PLAST COLOR,1.5,1.0,False
MRJPEL018,MARCADOR JGO PELIKAN MX MARKANA TWIST JGO6U PASTEL,1.2,1.0,True
PERISO005,PERFORADOR ISOFIT 32371 3 DE 1 PERFORACION,1.5,1.0,False
GOEXXX015,GOMA EVA GLITTER FUC 50X70CM,1.2,1.0,True
FOLDEL054,FOLDER DELLO 0246.BP.0050 SERENA AZU. PASTEL OFICIO,1.5,0.5,False
PCPHOB012,PAP CREPE HOBBY CAF 48X200CM,1.5,1.0,True
PINPEL013,PINCEL PELIKAN AL 25 2 NO2,0.7,1.0,True
GOEXXX055,GOMA EVA LISA DISENO 45X60CM,1.0,1.5,False
PFLXXX003,PAP FLUOR 20 X 20 CM BLOCK 10HJS,0.5,1.0,False
CALCAS023,CALCULADOR CASIO FX-82MS CIENTIFICA,0.5,1.0,False
CCTDEL008,CAJA ORGANIZ 2197.07.0005 MED ESTAMPADA,0.7,1.0,True
ACCXXX007,ACCES COMP HP USB 32GB,1.5,0.5,False
ARAHRL001,ARANDELA HERLITZ  8767220 PLAST TRANSP 700U,0.7,1.0,True
RESSTB019,RESALTADOR STABILO 70/40 ROJ BOSS GRUESO,1.5,1.0,True
CUAABC083,CUADERNO ABC ENGRAP 100 HJS CUADRIC 5MM TAM CARTA TAPA FLEX,1.2,1.0,False
LCLSTB050,LAPIC COLOR STABILO 1400 595 CARBOTHELLO VERDE CINABRIO OSCURO,0.7,1.0,True
BSAMDF001,BOLSA ECOLOGICA MODA FASHION DE TOCUYO 37X38 CM BLANCA,0.5,1.0,True
ENGMAP004,ENGRAPADOR MAPED 404002 VIVO PASTEL 26/6 24/6,0.7,1.5,True
ETLMAP012,ESTUCHE ESCOLAR MAPED TUBO NEOPRENO 934850,1.5,0.5,False
RESMAP001,RESALTADOR MAPED 743638 MINI FRIENDS,0.5,1.0,True
BOLPRK091,BOLIGRAFO PARKER 1953187 JOTTER ROJO CLIP CROMADO,1.2,1.0,True
PRELEY012,PORTAREVIS LEYDEZ TRIC 4 CARTON NEGRO,0.7,1.5,False
TAJMAP032,TAJADOR MAPED Y GOMA 049231 CONNECT PASTEL,0.7,1.0,True
XCLATN053,CUENTOS CORTOS PARA SOÑAR 5,1.5,1.0,True
XCLATN066,CUENTOS CORTOS PARA SOÑAR 6,1.5,1.0,True
ACCART001,ACCESORIOS ARTI TACF00050A ROSAS Y CORAZONES ,1.5,1.0,True
CCTDEL031,CAJA ORGANIZADORA 2195.01.0005 DELLO MEDIA KIDS UNICORNIO,0.5,1.0,False
PINPTL040,PINCEL PENTEL ZBS6-20E N° 20 PELO CABRA PLANO,0.5,1.0,False
XCLALR026,150 CUENTOS PARA NINOS FASC NO 16,1.5,1.0,False
PBOWIN002,PAP BOND WIN  CEL  75GR CARTA  PQ500HJS,1.5,1.0,True
BLDCNS070,BLOCK DIBUJO XL MIX MEDIA ESPIRAL 30HJS 250GR A3 C400110534,1.2,1.0,True
XCLATN052,CUENTOS CORTOS PARA SOÑAR 4,0.5,1.0,False
XCLSIG310,VARITA MAGICA BLANCANIEVES Y LOS SIETE ENANOS,1.2,1.0,False
SOBXXX006,SOBRE BOND BLAN FOLDER,1.0,0.7,True
GOEXXX057,GOMA EVA LISA FUCSIA 50X70CM,0.7,1.0,False
RESPEL024,RESALTADOR PELIKAN MX 414 AZU BISELADA,1.2,1.0,False
BOLPEL071,BOLIGRAFO PELIKAN AL 812658 JAZZ PASTEL K36  ROSE,0.7,1.5,False
REGMAP001,REGLA MAPED 279210 20CM.FLEXIBLE (CJ/20U.),0.7,1.0,True
PROXXX010,PORTAROSARIO TRASP PLAST 6X7CM,0.7,1.0,False
CAPABC003,CARPETA ABC CARTON A3 ESPIRAL - QUIMICO BIOLOGICAS,0.5,1.0,False
BOLPEL074,BOLIGRAFO PELIKAN AL 604611 SNAP K10D 12 EXPOSITOR SURTIDO,0.7,1.0,False
PSSPIM003,PASTELES PRIMO 021GC24 JGO24U,1.5,1.2,False
XCLSIG306,VARITA MAGICA EL PATITO FEO,1.5,1.0,False
PESXXX013,PAP ESTAÑADO 20 X 20 CM  BLOC 12HJS,0.5,1.0,False
XCLSIG041,PRIMERA LECTURA UNA TORRE DE CARACOLES ME,0.5,1.0,True
XREHOG401,VALORES ESPIRIT Y RELIG 1 PRIMARIA EDICION 2021,1.2,1.0,True
BOLFBC024,BOLIGRAFO FABER CASTELL ROJ TRILUX STYLE,0.5,0.7,True
GOEXXX061,GOMA EVA LISA LILA 50X70CM,0.5,1.0,True
FOLDEL149,FOLDER DELLO 6041.P.0025 CLIP A3. EJCUTIVO NEG,1.2,1.0,True
ETLHRL004,ESTUCH LAP HERLITZ 10312692 TRIANGULAR 4 COLOR SURTIDO,0.7,1.0,False
LAPLYR084,LAPIZ LYRA 2038104 874 NEG 4B SKETCH,0.7,1.0,False
PEGPEL002,PEGAMENTO PELIKAN MX SILICONA LIQ 100ML,1.5,1.0,True
XLIGUM012,EDIPO REY,0.5,1.0,False
BOLFBC012,BOLIGRAFO FABER CASTELL ROJ 030,1.2,1.0,True
BLDCNS031,BLOCK DIBUJO MARCADOR CANSON 70HJS  70GR  A3 30 X 42CM  C200297233,0.7,1.0,False
POJDEL018,PORTA OBJETOS DELLO 3020.WP.0006 ROS. 3 DIV.,1.5,1.0,False
MCPPEL032,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG JGO8U 30071019,1.2,1.0,True
MCPSTB057,MICROPUNTA STABILO 8830 1 POINT 88 JGO30U 5 NEON,0.7,1.0,False
PCPXXX003,PAP CREPE GRIS 50X200CM,1.2,1.0,False
MRAPEL013,MARC AGUA PELIKAN MX FLASH MARKER 442 JGO8PZ,1.5,1.0,False
XCLSIG038,PRIMERA LECTURA LA CEBRA CAROLINA Y LA BICICL,1.5,1.0,True
TAMATS005,TAMPO ARTESCO NEUTRO,1.2,1.0,False
XLIJUV040,CONTRATO SOCIAL,1.5,1.0,True
PARXXX002,PAP REGALO DIF DISENOS 70X50CM,1.5,1.0,True
GOEXXX016,GOMA EVA GLITTER LILA 50X70CM,1.2,1.0,False
XCLSIG040,PRIMERA LECTURA QUE LE PASO AL LEON LA CASA,1.5,1.0,True
POJDEL013,PORTA OBJETOS DELLO 3020.BP.0006 AZU. 3 DIV.,0.5,1.0,True
MFOPEL013,MASA FOAMY 50G VER OSC 06740107,1.5,1.2,False
ETLMAP016,ESTUCHE ESCOLAR MAPED 897157 MAXI KIT TWINT FLEX,0.7,1.0,False
PBOPLI022,PAP BOND PAPER LINE AMA LEMON 75GR OFICIO,0.5,1.0,False
MRDSTB047,MARCADOR STABILO 568 22 PEN 68 BRUSH AZU OSC,0.7,1.0,True
FOLDEL093,FOLDER DELLO PLAST OFICIO 0254.Q.0050 ROSA C. LIGA,0.5,1.0,True
GOEXXX085,GOMA EVA LISA PIEL 50X70CM,1.2,1.0,True
CLPBRW002,CLIP BRW CL0701 ROSA-DORADO,1.5,1.0,False
CAPABC001,CARPETA ABC CARTON A3 ESPIRAL - ARTES PLASTICAS,0.5,1.0,False
CLMATS002,CLIP MARIPOSA ARTESCO 45MM CJ50U,1.2,1.0,False
MCPSTB072,MICROPUNTA STABILO 8840 1 POINT 88 JGO40U,1.0,1.2,True
OLEMDN001,OLEO MADISON 1L07006 JGO12U,1.2,1.0,True
MONXXX003,MOÑA DIF COLOR LISO MEDIANO,1.5,1.0,True
LAPSTB023,LAPIZ STABILO 282 4B OTHELLO NEG,1.5,1.0,True
MOPXXX005,MOUSE PAD EN GEL KLIP XMP-100B,0.5,1.0,True
PBOREP011,PAP BOND REPORT BLAN 75GR OFICIO PQ500HJS,0.5,0.7,True
LAMXXX012,LAMINA MARIQUITAS DIF FIG,1.5,1.0,False
GOEXXX086,GOMA EVA LISA ROJ 50X70CM,0.5,1.0,True
PINCOD006,PINCEL CONDOR 456 NO 2 PELO CERDA,1.0,0.7,True
FOLDEL042,FOLDER DELLO 0231.03.0025 BAILARINA ALA OFICIO,1.2,1.0,True
PSESWA006,PAP SEDA CAF CHOCOLAT 50X75CM,0.7,1.0,False
MINPTL003,MINA PENTEL PPB 5 AZU 0.5MM,1.5,1.0,True
BOLSCH009,BOLIGRAFO SCHNEIDER 152289 ESTUCHE DESPLEGABLE SLIDER EDGE PASTEL 8 PZS,1.2,1.0,True
CLBCMX004,CLIP BIN COMIX B3608 25MM O 1PULG,0.7,1.0,True
FOLDEL138,FOLDER DELLO 0236.H.0050 TOP LINE CRISTAL LOMO 4 CMS. OFICIO,1.2,1.0,True
RGOPEL001,RPTO GOMA PELIKAN ME CLICK ERASER 2PCS 06380100 ,0.5,1.0,False
MRDPEL001,MARCADOR PELIKAN MX 710 AZU PERM MARKER,0.7,1.0,False
BOJPEL001,BOLIGRAFO JGO PELIKAN AL 821865 Y PLUMA JAZZ NOBLE ELEGANCE PEARL,0.5,1.0,True
ETQBIC003,ETIQUETAS BIC 6282 BLA 34X102MM HOJA DE 14 ETQ,0.7,1.0,True
FOLDEL168,FOLDER DELLO PLAST OFICIO 0443.LP.0030 LINE PEROLA LILA C. LIGA,1.5,1.0,False
298,CARTON GRIS TAMAÑO CARTA,1.5,1.0,False
CLBBRW001,CLIP BIN BRW BD2506 ROSA DORADO,1.5,1.0,True
LAPSTB021,LAPIZ STABILO 282 3B OTHELLO NEG,0.7,1.0,True
COPMAP016,COMPAS MAPED 199121 STUDY SMILING PLANET,1.2,1.0,False
ATMXXX083,ATM POMPONES DIF COLOR,1.5,1.0,True
BOLPEL065,BOLIGRAFO PELIKAN AL 806992 JAZZ CLASSIC K35 FUCSIA,0.7,0.5,False
LAPLYR060,LAPIZ LYRA 1110101 669 NEG B ART DESIGN,0.5,1.0,True
FOLIDL002,FOLDER IDEAL CARTA PLAST,0.7,1.0,False
PSSLYR007,PASTELES LYRA 5651240 K24 POLYCRAYONS JGO 24U SOFT,0.7,1.0,True
MCPSTB088,MICROPUNTA STABILO 88 11 AZU CLARO POINT 88,0.5,1.0,True
BOLPTL043,BOLIGRAFO PENTEL BK427 B ROJO 0.7MM BOLLY,0.7,1.0,True
CNRDYM006,CINTA ROTUL DYMO 91333 ROJ LETRA TAG 1/2PULG O 12MM X 4M,1.0,1.2,False
PSSLYR012,PASTELES LYRA 5611480 AQUARELL JGO48U CJ METAL,0.7,1.0,False
PLAPEL006,PLASTILINA PELIKAN MX 180G BLAN,0.7,1.0,False
PLAPEL011,PLASTILINA PELIKAN MX 180G ROJO,1.2,1.0,True
PLFPEL025,PLUMAFUENTE PELIKAN AL 947101 TWIST SILVER METALIC,0.7,1.0,False
SACRAP001,SACAGRAPA RAPID C2 20709901,0.7,1.0,True
AGEV&R097,AGENDA V&R 2024 ASTROLOGICA,1.2,0.5,True
CUALAP029,CUADERNO LAPAP EMP 1/2 OFICIO CUAD 5MM 100HJS,1.2,0.7,True
CAUPEL006,CARTULINA PELIKAN MX FLUOR VER 48X66CM,1.5,1.0,False
TJTATS001,TARJETERO ARTESCO 48 045 LIBRETA,1.2,1.0,True
FICABC006,FICHA CARTU ABC CREMA 165X105MM PQT100PCS,0.5,1.2,True
PESXXX002,PAP ESTAÑADO ROS,1.5,1.0,True
POJDEL021,PORTA OBJETOS 3072.H.0006 ESSENCIAL C/11 DIVISORIAS CRISTAL,0.7,1.0,True
PTLATS001,PORTALAPIZ ARTESCO 21274 TIPO VASO,0.7,1.0,True
GRARAP027,GRAPAS RAPID ZINC  23/14 CJ1000U,0.5,1.2,True
FOLDEL100,FOLDER DELLO 0295.BP.0050.2 SERENA C/FASTENER AZUL PASTEL ,1.5,1.0,True
MINSTD031,MINA STAEDTLER 250 05 NEG 0.5MM 4H,1.2,1.5,False
CLBBOS002,CLIP BIN BOSTON 2001 NO1 BULLDOG METAL,0.7,1.0,True
CLBBOS003,CLIP BIN BOSTON 2002 NO2 BULLDOG METAL,0.7,1.0,True
CCTDEL030,CAJA ORGANIZADORA 2195.07.0005 DELLO MEDIA KIDS MUNDO GEEK,1.2,1.0,True
GOEXXX004,GOMA EVA GLITTER AZU 50X70CM,0.5,1.0,False
ETLBRW006,ESTUCH LAP BRW ET0410 ROSA TROQUELADO,1.5,1.0,True
LIGALL012,LIGAS ALLIANCE NO10 DE 1/4 LIBRA BOLSA,1.2,1.0,True
MINSTD029,MINA STAEDTLER 254 05 AMA 0.5MM,1.2,1.0,False
CRBLYR002,CARBONCILLO LYRA 5550020 MEDIO 5 A 6 MM CJA 15UN,0.5,1.0,True
PSSLYR010,PASTELES LYRA 5611120 AQUARELL JGO12U CJ METAL,1.2,0.5,True
PSSLYR011,PASTELES LYRA 5611240 AQUARELL JGO24U CJ METAL,0.5,1.0,False
MALUSG002,MALETIN USIGN US 420H PLAST ASA FUELLE,1.5,1.2,True
GLIPEL011,GLITER PELIKAN AR 051 020 211 VER BANDERA 60ML,1.5,1.0,False
FORRIC001,FORRO RICOR 1/2 OFICIO PLAST TRANSP,1.2,1.0,False
GRAMXO002,GRAPAS MAXOFFICE  26/6 1000U,0.7,1.0,False
PIZLEY001,PIZARRA ACRILICA LEYDEZ 090X120M MARCO ALUM,0.7,1.0,True
MCPSTB106,MICROPUNTA STABILO 88 54 NARANJA POINT 88,0.5,1.0,False
XMUSIN002,CANCIONERO ESCOLAR,1.5,1.0,False
BLDCNS014,BLOCK DIBUJO XL CANSON ESP 50HJS 160GR A3 29 X 42 CMC400039089,0.7,1.0,True
MCPPEL001,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.1,1.5,1.0,True
FOLDEL055,FOLDER DELLO 0246.LP.0050 SERENA LILA PASTEL OFICIO,1.5,0.5,False
GRARAP002,GRAPAS RAPID ZINC 24870300 23/17 CJ1000U,0.7,1.0,True
CRALYR011,CRAYON LYRA 5620106  GRAPHIT KREID 6B GRUESO,1.2,1.0,True
REGPEL002,REGLA PELIKAN MX 20CMPLASTFLEXIBLE,1.5,1.0,True
PLAPEL013,PLASTILINA PELIKAN MX 180G NEG,1.5,1.0,False
PLAPEL014,PLASTILINA PELIKAN MX 180G PLO,1.2,1.0,True
CAUXXX072,CARTULINA BLANCA TRIPLEX 225 GR. (67X87 CM.),1.5,1.0,True
FOLDEL036,FOLDER DELLO 0291.H.0050.2 DELLOPLAST CRISTAL C/FASTENER,1.2,1.0,False
CLBIDL002,CLIP BIN IDEAL 51MM O 2PULG,1.2,1.0,False
FOLDEL022,FOLDER DELLO 0242.Q.0050 DELLOFINE ROS. LOMO 2 CMS OFICIO,1.5,1.0,True
BOLLEY001,BOLIGRAFO LEYDEZ 07MM AZUL PUNTA METAL,1.2,1.0,False
JUEBLM006,ROMPECABEZAS DISEÑOS MIX 30 PZS,1.5,1.0,False
PINPAG005,PINCEL PAGODA 251 NO06,1.5,1.0,True
FGAART007,FIGURAS ADH ARTI TACF00005 JARDIN X 120 PZS GOMA EVA,0.7,1.0,True
TABXXX003,TABLERO D/CAMPO 1/2 OFICIO,1.5,1.0,True
CAUCNS033,CARTULINA CANSON COLORLINE AZU TURQ 50X65CM C41024,0.5,0.7,False
PEGPEL001,PEGAMENTO PELIKAN MX SILICONA LIQ 30 ML,1.2,1.0,False
SENATS012,SEÑALADOR ARTESCO ROJ PRECORTADO 5.1CM PLAST,1.5,1.0,True
CAPABC002,CARPETA ABC CARTON A3 ESPIRAL - EXACTAS,1.2,1.0,True
MFOPEL012,MASA FOAMY 50G VER CLARO 06740127,0.5,1.0,False
RESPTL010,RESALTADOR PENTEL S515 G AMA DELG,1.2,1.0,False
XAIALB006,CRIA DE CONEJOS,0.5,1.0,True
XFSALB002,MAS FILOSOFIA PARA CURIOSOS,0.7,1.0,False
TAJMAP026,TAJADOR MAPED Y GOMA 049211 CONNECT 2 USOS,1.5,1.0,False
BOLPEL061,BOLIGRAFO PELIKAN AL 806930 JAZZ CLASSIC K35 NEGRO,0.7,1.0,False
PCPHOB013,PAP CREPE HOBBY CAF CLARO 48X200CM,0.7,1.0,True
TAJMAP003,TAJADOR MAPED 534754 I GLOO,1.5,1.0,True
BOLPRK110,BOLIGRAFO PARKER 1953199 JOTTER PREMIUM GRIS OXF CLIP CROMAD,0.7,1.0,True
XCLALG041,PREGUNTASELO A MAMÁ PREGUNTASELO A PAPÁ,0.7,1.0,True
BLPBRW015,BLOCK POST BRW BA0604 COLOR PASTEL,0.7,1.0,True
RESMON002,RESALTADOR MON AMI AZU JUMBO,1.5,1.0,True
CLBISO004,CLIP BIN ISOFIT 15MM O 5/8,0.7,1.5,False
MRDFBC011,MARCADOR FABER CASTELL 54-R ROJ MULTIMARK,1.0,1.5,False
MCPUNI011,MICROPUNTA UNIBALL UNI PIN ROJO 02,0.7,1.2,True
TCRXXX002,TAPA CARPETA  DOBLE CARTA CARTON,1.5,1.0,False
ACCXXX006,ACCES COMP HP USB 16GB,1.0,1.2,False
SETPEL066,SET LAPICES PELIKAN MX  30330241 2HB NEG TRIANG PASTEL 5PZS ,1.5,1.0,True
RESSTB006,RESALTADOR STABILO 70/56 ROS BOSS GRUESO,0.7,1.0,False
ENGIDL007,ENGRAPADOR IDEAL IDL E352 24/6 26/6 CAP 25HJ,1.5,1.0,True
ATMXXX056,ATM GLOBOS BL100U,1.5,0.7,True
ESDLYR017,ESCUADRA LYRA 3084 26CM 45 REMBRANDT,1.5,1.0,True
MRAPEL026,MARC AGUA PELIKAN MX 741 AZU FLASH MARKER PTABALA CJ 10U,1.0,1.5,False
MRDPEL017,MARCADOR PELIKAN MX MARKATODO ORO PTA GRUESA,0.5,0.7,False
PLAPEL007,PLASTILINA PELIKAN MX 180G CAFE,0.7,1.0,True
PLFPRK036,PLUMAFUENTE PARKER 1931490 SONNET DE PLATA LABRADA CLIP DORADO M,0.5,1.5,True
XLLALG102,LOS 4 SHERLOCKS LOS SABLES DEL FAQUIR,1.5,0.5,True
MCPSTB110,MICROPUNTA STABILO 88 58 LILA POINT 88,1.5,1.0,True
CUDLEY003,CUADERNILLO LEYDEZ T/CARTA CON MARGEN,1.5,1.0,False
PITXXX001,HILO PLASTICO PESCA CARRETE,1.2,1.0,True
PEGPEL016,PEGAMENTO PELIKAN MX SILICONA LIQ BASE AGUA 250ML,0.5,1.0,False
GOMMAP005,GOMA BORRAR MAPED 511100 PRECISION,1.2,1.0,True
PLAPEL020,PLASTILINA PELIKAN MX 180G ROSA CARNE,0.5,1.0,True
GOEXXX019,GOMA EVA GLITTER NAR 50X70CM,1.2,0.7,True
REGDEL001,REGLA DELLO 3112.A.0096 30 CM DELLOCOLOR AMARILLA CX DISPLAY,1.2,1.0,True
LIEXXX005,LIENZO PREPARADO 30X40CM,0.7,1.0,False
MCPSTB091,MICROPUNTA STABILO 88 17 HELIOTROPO POINT 88,1.2,1.0,False
MCPSTB099,MICROPUNTA STABILO 88 32 AZU ULTRAMAR POINT 88,0.7,1.0,True
HJCABC016,HJA CARPETA ABC 3 PERF CUAD 5MM PQ100HJS,1.5,1.0,False
BLPPEL015,BLOCK POST PELIKAN MX 92821102 3X3PULG 76X76MM NEON 100HJS,0.7,0.5,True
TAJMAP001,TAJADOR MAPED 534753 SHAKER,1.5,1.0,False
PNLACR014,PINTUR TELA ACRILEX 517 NAR CORRIENTE,0.5,1.0,False
FORRIC018,FORRO RICOR 1/2 OFICIO PLAST CAF,1.2,1.0,True
ETQAVR170,ETIQUETAS AVERY RC5080 BLA CJ50HJS 13X45MM-80 ETQ X HJA RIVO ,1.2,1.0,True
FOLDEL034,FOLDER DELLO 0291.A.0050.2 DELLOPLAST AMA. C/FASTENER,0.7,1.0,False
FOLDEL039,FOLDER DELLO 0291.T.0050.2 DELLOPLAST VER. C/FASTENER,1.5,1.0,True
PEGACO007,PEGAMENTO ACRICOLOR SILICONA LIQ 475G,0.5,1.0,True
PLUXXX025,PAP LUSTROSO 20X20CM BLOC 12HJS,0.7,1.0,True
XLLALB002,ULTRATUMBA LA VENGANZA DEL ESQUELETO,1.5,1.0,False
MRJPEL027,MARCADOR JGO PELIKAN CO 600 WINDOW JGO8U 30201403,1.2,0.5,True
CUALAP027,CUADERNO LAPAP ESP OFICIO CUAD 5MM 100HJS,0.5,0.7,False
PERIDL004,PERFORADORA IDEAL IDL-P802 CAP 30 HJS,1.2,1.0,False
ATMXXX057,ATM BROCHETAS COLOR ESPACIO CULT CREAT,1.5,1.0,False
PEGUHU033,PEGAMENTO UHU 39125 PATAFIX HOMEDECO MAX 2KG,0.7,1.0,True
PLUXXX034,PAP LUSTROSO AZUL PUNTOS 50X70CM,0.7,1.0,False
ETQDYM008,ETIQUETAS DYMO 30321 BLA 1 4/10X3 1/2PULG CJ2ROLLOS,0.5,0.7,True
PCOXXX002,PAP CONTIN ANDI FORM BLA 9 1/2X5 1/2X2 CJA1500HJ,1.0,1.2,True
COPMAP010,COMPAS MAPED 191611,0.7,1.0,True
ALMPEL001,ALFILER MAP PELIKAN 01210000 PUSH PINS COL CJ100U,1.5,1.2,False
