"codigo_producto","nombre_producto","peso_manual","peso_calculado"
"ATMXXX075","ATM PUNZON ESCOLAR","1.2","0.5"
"MRDSTB061","MARCADOR STABILO 68 60 8 1 PEN 68 COLOR METALICO DORADO","0.5","1"
"LCLPEL030","LAPIC COLOR PELIKAN MX JGO12U METALICO REDONDO LARGO 30330331","1.5","1"
"LIETLB002","LIENZO TALBOT 40X50 CM","0.5","1"
"GOMMAP014","GOMA BORRAR MAPED 015802 CROC CROC BUNNY","1.5","1"
"BOLSTB028","BOLIGRAFO STABILO 828 36 VER EXCEL M","0.5","1"
"GLIPEL003","GLITER PELIKAN AR 051 020 203 LILA 60ML","1.2","1"
"CAUPLI001","CARTULINA PAPERLINE 10 COLORES OFICIO 200GR PQ10HJS","0.5","1"
"CCHPEL004","CUCHILLA PELIKAN AL ESTILETE 1062FM","1.2","1"
"CNAPGF011","CINTA ADHES PEGAFAN TECNOF 820 3/4 X 20 YDS NEGRO","0.5","1"
"PITXXX019","PITA LANA GRUESA DIF COLORES","0.7","1"
"CALCAS024","CALCULADOR CASIO  FX-9860 G-SD CIENTIFICA GRAFICADORA","0.5","1"
"MRAPEL028","MARC AGUA PELIKAN MX 741 VER FLASH MARKER PTABALA CJ 10U","1.5","1"
"ETLMAP001","ESTUCHE P/LAPIZ MAPED  934800 TURBO COSMIC KIS","0.5","1"
"BLDCNS052","BLOCK DIBUJO GRADUATE  DIEÑO NEGRO  CANSON 20HJS  180GR  A3 30 X 42CM  C400110384","0.5","1"
"CLBLEY001","CLIP BIN LEYDEZ 15MM O 5/8","1","1.2"
"LRGABC011","LIBRO REGIS ABC VENTAS IVA","1.5","1"
"GLIPEL008","GLITER PELIKAN AR 051 020 208 PLATA 60ML","1.2","1"
"RESSTB026","RESALTADOR STABILO 70/125 NARANJA PALO PASTEL BOSS GRUESO","1.2","0.5"
"CALCAS022","CALCULADOR CASIO HL-820LV 8DIG","0.7","1"
"PAPISO001","PAPELERO ISOFIT MALLA METAL TRIPLE","1.2","1"
"BLPPEL001","BLOCK POST PELIKAN MX 3X3PULG 76X76MM AMA PELINOTAS 92820000","0.7","1"
"BOTMAP009","BOTELLA MAPED 580ML 871704","1.5","1"
"PRRMIL003","PAP ARROZ MILCAR AMA 50X50CM","0.5","1"
"PDULEY004","PORTADIUREX LEYDEZ 200514 MINI","0.5","1"
"ESDMAP005","ESCUADRA MAPED 2013J032G 32CM JUEGO","0.5","1"
"TAJLEY001","TAJADOR LEYDEZ A1002 METAL SIMPLE","1.5","0.5"
"LAPPEL012","LAPIZ PELIKAN MX CHECADOR AZUL","1.5","1"
"MCPSTB084","MICROPUNTA STABILO 88 031 AZU NEON POINT 88","0.7","1"
"BLDCNS063","BLOCK DIBUJO CANSON 30HJS 90GR A4 C400015583","0.7","1"
"CAPABC005","CARPETA ABC CARTON A3 ESPIRAL - SOCIO HUMANAS","1.5","0.7"
"PESXXX012","PAP ESTAÑADO TURQUESA","1.5","1.2"
"BOLPIL012","BOLIGRAFO PILOT BPGP 10R F R 0.7MM ROJ SUPER GRIP CLIP PLAST","1.5","0.5"
"XXALAR004","DICC BASICO ESPAÑOL ALEMAN ED LAROUSSE","0.5","1"
"XCCLIT151","COMO ENTENDER A LOS CHICOS V&R","1.2","1"
"MCPSTB112","MICROPUNTA STABILO 88 63 VER TIERRA POINT 88","1.5","1"
"MRDSTB042","MARCADOR STABILO 568 48 PEN 68 BRUSH ROJ","0.7","1"
"MRDSTB049","MARCADOR STABILO 568 41 PEN 68 BRUSH CEL","1.5","1"
"XCLGIS009","LA ESFERA DE CRISTAL 6A EDICION","1.2","1"
"PEGPEL012","PEGAMENTO PELIKAN MX SILICONA BASE AGUA 100ML","1.5","1"
"PDDPEL035","PINT DEDO PELIKAN MX 52140016 NARANJA 60ML","1.5","1"
"JUEBLM003","JUEGO ENSARTE  CUENTAS X 36 EVAFLEX","0.7","0.5"
"MCPPIL006","MICROPUNTA PILOT BL G1 5T L AZU","0.5","1"
"JUEART012","JUEGO ARTI TACJUEDI086 LACING BOY","0.7","1"
"XCACOQ002","CALIGRAFIA 2","0.7","1.2"
"REGDEL009","REGLA DELLO 3112.VP.0096 30 CM SERENA VERDE PASTEL","0.7","1"
"RBLPEL005","RPTO BOLIG PELIKAN MX 045 496 230 LOCORRIJO AZUL GEL 07MM","0.7","1"
"TNMTRX002","TINT NUMER TRAXX AZU","0.5","1"
"KITDEL002","KIT MUNDO DA LUA DELLO 2191.SS.0006 CON 5 PORTA OBJETOS","0.7","1"
"BOLSCH008","BOLIGRAFO SCHNEIDER 152279 ESTUCHE 8 BOLIGRAFOS SLIDER EDGE XB","0.5","1.5"
"CATOXF009","CARTAP OXFORD 88 7310 15PULG 3A CARTA PLAST NEG","1.2","1.5"
"MCPSTB094","MICROPUNTA STABILO 88 24 AMA LIMON POINT 88","0.5","1"
"XLLATN010","MI PLANTA DE NARANJA LIMA  EDC.ESPECIAL","1.5","1"
"MRDSTB048","MARCADOR STABILO 568 32 PEN 68 BRUSH AZU","0.5","1.2"
"PERIDL006","PERFORADORA IDEAL IDL-P805 CAP 20 HJS","1.5","1"
"BLPPEL002","BLOCK POST PELIKAN MX 3X4PULG 76X102MM AMA","1","1.2"
"GOEXXX131","GOMA EVA LISA ROS OSC 50X70CM","0.7","1"
"PIZXXX028","PIZARRA CORCHO 090X120M MARCO ALUM","1.2","1"
"PICLEY001","PINCHE LEYDEZ 2001","0.5","0.7"
"SENATS008","SEÑALADOR ARTESCO ROJ PRECORTADO 3.8CM PLAST","0.5","1"
"PRRMDN013","PAP ARROZ MADISON VER OSC 50X50CM","0.5","1"
"FOLDEL123","FOLDER DELLO 0233.U.0050 TOP LINE ROJ. ALA OFICIO","0.7","1"
"RESMON004","RESALTADOR MON AMI VER JUMBO","0.5","1"
"MCPPIL051","MICROPUNTA PILOT BL SG 7 ROJ 0.7MM SUPER GEL","1.5","1"
"MCPSTB103","MICROPUNTA STABILO 88 50 CARMIN POINT 88","0.5","1"
"BOLPTL033","BOLIGRAFO PENTEL B811A A STERLING BARRIL NEGRO CLIP PLATEADO","1.2","1"
"ETLMAP007","ESTUCHE P/LAPIZ MAPED MINI CUTE BLUE 934804","1.2","1"
"GOEXXX032","GOMA EVA GLITTER OFICIO VER HOJA","1.2","1"
"CCOMDN001","CARPETA COLG MADISON OFICIO AMA.","0.5","1.5"
"FOLDEL038","FOLDER DELLO 0291.Q.0050.2 DELLOPLAST ROS. C/FASTENER","0.7","1"
"FOLDEL035","FOLDER DELLO 0291.C.0050.2 DELLOPLAST AZU. C/FASTENER","1.5","1"
"MCPFBC002","MICROPUNTA FABER CASTELL 499 ICE AZU 0.4","1.5","1"
"MRDPEL002","MARCADOR PELIKAN MX 710 NEG PERM MARKER","0.5","1"
"HJOXXX002","HJA CONTAB 4 COLUMNAS CUADERNILLO","1.5","1.2"
"PERSTU003","PERFORADOR STUDMARK ST04520 2 Y 3 HUECOS CAP 30HJS","1.2","1"
"RESMAP002","RESALTADOR MAPED 742000 FLUO PEPS METAL  4COL","0.7","1"
"PCEXXX005","PAP CELOFAN TRANSP 76X102CM","0.7","1"
"REGDEL006","REGLA DELLO 3112.T.0096 30 CM DELLOCOLOR VERDE CX DISPLAY","1.2","1"
"CNRDYM015","CINTA ROTUL DYMO 5201 02 ROJ 3/8PULG","0.7","1"
"JUEBLM002","JUEGO ENSARTE  BOTONES  GOMA EVAFLEX","0.7","1"
"FOLDEL119","FOLDER DELLO 0244.Q.0050 DELLOFINE ROS. LOMO 4 CMS ALA OFICIO","0.7","1"
"MALDEL021","MALETA DELLO FINE A3 2151.I.0005 HUMO","1.2","1"
"PNLACR040","PINTUR TELA ACRILEX 502 AZU COBALTO","1","0.5"
"XCLATN019","CUENTOS CORTOS PARA SOÑAR","1.5","1"
"MRDPEL016","MARCADOR PELIKAN MX MARKATODO NEG PTA GRUESA","0.7","1"
"GOEXXX111","GOMA EVA LISA VER MUSGO 50X70CM","0.7","1"
"PESXXX011","PAP ESTAÑADO PLATEADO","1.2","1"
"MRAFBC003","MARC AGUA FABER CASTELL 152 AZU","1.2","1"
"CERTLB001","CERA TALBOT CONTAR 20G","1.5","1"
"MOPDEL004","MOUSE PAD DELLO 6553.WP.0030 ROSA PASTEL","0.5","1"
"XXFLAR006","DICC BASICO ESPAÑOL FRANCES ED LAROUSSE 2009","0.5","1"
"MRDPEL004","MARCADOR PELIKAN MX 710 VER PERM MARKER","1.5","1"
"SOBXXX052","SOBRE CORRESPONDENCIA DIF.COL ESQUELA","1.5","1"
"RESSTB028","RESALTADOR STABILO 70/150 ROSA CEREZO PASTEL BOSS GRUESO","0.7","1"
"PIZMAP001","PIZARRA ACRILICA MAPED 258510 CON ROTULADOR","1.2","1"
"CAUCNS115","CARTULINA CANSON MI TEINTES ULTRAMAR 50X65CM 160GR 590   C200321264","0.5","1"
"XLIATN018","EL RETRATO DE DORIAN GRAY","1.5","0.5"
"GOEXXX021","GOMA EVA GLITTER OFICIO AZUL","0.5","1"
"BOLPRK081","BOLIGRAFO PARKER 1953190 JOTTER VIOLETA CLIP CROMADO","0.7","1"
"MCPSCH002","MICROPUNTA SCHNEIDER 191092 ESTUCHE DESPLEGABLE FINELINER LINE UP 0.4 MM 16 PZA","1.5","1"
"SENATS005","SEÑALADOR ARTESCO NAR PRECORTADO 3.8CM PLAST","1.5","0.7"
"GOEXXX079","GOMA EVA LISA OFICIO ROJ","0.5","1"
"CNRDYM031","CINTA ROTUL DYMO 45013 1/2PULG IMPRESO NEG EN CINTA BLA","1.5","1"
"CLBLEY002","CLIP BIN LEYDEZ 19MM O 3/4PULG","0.5","0.7"
"FOLDEL008","FOLDER DELLO PLAST OFICIO DIF COLOR C. LIGA","1.5","1"
"PNLACR052","PINTUR TELA ACRILEX 507  ROJ FUEGO","0.5","1"
"JUEBLM005","ROMPECABEZAS DISEÑOS MIX 20 PZS","0.7","1"
"BOLUNI004","BOLIGRAFO SIGNO NOBLE METAL ROS 120NM 56","1.5","1.2"
"MRDPEL052","MARCADOR PELIKAN MX 240 AZU PERM TRAZO FINO","0.5","1"
"RCUXAC001","RPTO CUCHIL X ACTO X 244 5U","0.7","1"
"CAVMDN004","CARTAP VISOR MADISON 2PULG 2A TIPO D A4 PLAST BLA","0.7","1"
"PBOWIN004","PAP BOND WIN ROS  75GR CARTA  PQ500HJS","1.5","1.2"
"ETLLEY003","ESTUCHE LAPICES LEYDEZ TRIPLE DE LONA","0.7","1"
"XCPALB002","ARTETERAPIA ORIGAMI PARA COLOREAR","0.5","1"
"MCPSTB060","MICROPUNTA STABILO 88 033 VER NEON POINT 88","0.7","0.5"
"BOLUNI006","BOLIGRAFO SIGNO NOBLE METAL BRONCE 120NM BR","0.7","1"
"BOLUNI008","BOLIGRAFO SIGNO NOBLE METAL PLATA 120NM PL","0.5","1"
"MRDSTB052","MARCADOR STABILO 568 36 PEN 68 BRUSH VER OSC","1.2","1"
"FOLUSG017","FOLDER USIGN US 303 AT CARTA TAPA PLAST FASTENER","0.5","1"
"PBOWIN003","PAP BOND WIN  VER  75GR CARTA PQ500HJS","1","0.5"
"BLCXXX001","BLOCK CONST 50421 CARTA 25HJS","1.2","1"
"JUEBLM004","JUEGO ENSARTE PASADO GUSANITO EVAFLEX","1","0.7"
"MRDSTB056","MARCADOR STABILO 568 45 PEN 68 BRUSH CAFE","1.5","1"
"RCUABL001","RPTO CUCHIL ABEL Q6601 DELG JGO10","1","1.2"
"XCLBTN008","PEPO DICE A JUGAR ART 2215","0.5","1.2"
"PCEXXX002","PAP CELOFAN AZU 76X102CM","0.7","1"
"TBTEST084","TARJ BAUTIZO ESTRE COL IB 1026 INVIT","1","1.2"
"COPMAP017","COMPAS MAPED 178002 SET PRESICION 5P","1","0.7"
"TPLWAT003","TINT PLUMAF WATERMAN 27053 S0110920 TURQ CARTUCHO JGO8U","0.7","1"
"PCEXXX008","PAP CELOFAN NAR 76X102CM","0.7","1"
"BOLUNI005","BOLIGRAFO SIGNO NOBLE METAL VIO 120NM 59","0.7","1"
"XLNHOG287","ZACARIAS","0.5","1"
"XXALAR001","DICC POCKET ESPAÑOL ALEMAN LAROUSSE 2011","1.5","1"
"XCLALB010","MIS VALORES QUE LIO APRENDER A SER ORDENADO","0.7","1.5"
"PINPTL004","PINCEL PENTEL XGFL 101 NEG COLOR BRUSH","1.2","1"
"GRARAP021","GRAPAS RAPID ZINC 24869100 23/ 6 CJ1000U","0.5","1"
"CCHLEY001","CUCHILLA LEYDEZ 808 GRUESA PLAST","0.7","1"
"MCPSTB092","MICROPUNTA STABILO 88 19 PURPURA POINT 88","0.5","1"
"GOEXXX084","GOMA EVA LISA OFICIO VIOL","0.7","1"
"TPLPEL012","TINT PLUMAF PELIKAN AL 4001 ROJO CARTUCHO 7CM","1.2","0.7"
"XACALB110","MULTIJUEGOS 4","0.7","1"
"MRJPEL028","MARCADOR JGO PELIKAN MX COLORELLA JGO12U PUNTA BALA","1.5","1"
"LPLXXX002","LAMINA PLASTIFICAR 80X110MM","1.5","0.5"
"CCOELB008","CARPETA COLG ELBA 85939 AMA OFICIO","0.5","1"
"CCTDEL033","CAJA ORGANIZ 2205,G1.0005 LINO MEDIA GRAFITO","0.5","1"
"SENATS018","SEÑALADOR ARTESCO NAR ESTANDAR 15CM PLAST","1.5","1"
"GOEXXX092","GOMA EVA LISA VER OSC 50X70CM","0.7","1"
"PTFTNP015","PLASTOFORM TECNOPOR ESFERA 3.0CM DIAMETRO","1.2","1"
"ENGMAP001","ENGRAPADOR MAPED ESSENTIAL MINI 26/6 24/6","0.7","1"
"PINTLB003","PINCEL TALBOT T PR NO 12 REDONDO","1.2","1"
"FOLOXF018","FOLDER OXFORD 57538 CARTA AZU OSC BOLSAS GEM","1.2","1"
"PBOCHA023","PAP BOND CHAMEX BLAN 75GR DOBLE CARTA PQ500HJS","0.5","1"
"HJCABC056","HJA CARPETA ABC 3 PERF COLOR 63GR CUAD 5MM PQ500HJS","0.5","1"
"CAUXXX053","CARTULINA OFICIO COLOR PQ10HJS","0.5","1"
"PCBXXX004","PAP CEBOLLA CARTA 95GR","0.5","1"
"PNLACR026","PINTUR TELA ACRILEX 544 AZU MARINO CORRIENTE","1.2","1"
"CNRDYM032","CINTA ROTUL DYMO 45803 3/4PULG IMPRESO NEG EN CINTA BLA","0.7","1"
"PFXXXX002","PAP FAX   30M","0.7","1"
"PLAPEL027","PLASTILINA PELIKAN MX JGO4U PASTEL 454G 06700141","0.5","0.7"
"GOEXXX020","GOMA EVA GLITTER OFICIO AMA","1.2","1"
"MCPSTB114","MICROPUNTA STABILO 88 75 SIENA TOSTADO POINT 88","0.5","1"
"FGAART003","FIGURAS ADH ARTI TACF00003 MINIFLORES X 12 PZS FIELTRO","1.5","0.7"
"PSSLYR004","PASTELES LYRA 5641122 K12 POLYCRAYONS JGO12U TONO GRIS","1","0.7"
"MRJPEL004","MARCADOR JGO PELIKAN CH PINTALOCO JGO24U","1.2","1"
"PINPTL038","PINCEL PENTEL ZBS6-16E N° 16 PELO CABRA PLANO","1","1.2"
"FOLOXF040","FOLDER OXFORD 57507 CARTA CREM BOLSAS GEM","0.7","1"
"LAPSTB057","LAPIZ STABILO 979/40-12 AZU","0.7","1"
"BLPXXX007","BLOCK POST HX A04 FLUOR 1.5X2PULG 38X51MM DIF COLOR","1.2","1"
"XACALB075","50 JUEGOS PARA EL PENSAMIENTO LATERAL","0.7","1.5"
"XMARGC107","MATEMATICA PRACTICA 1 SEC ED 2014","0.5","1"
"CUAABC122","CUADERNO ABC ESP CARTA CUAD 5MM 100HJS DISEÑO PQT 5PCS","0.7","1"
"XACALB097","ORIGAMI PARA CREAR Y DECORAR","1.2","1"
"ENGISO009","ENGRAPADOR ISOFIT CP 60 CAP 25HJS PLAST","1.5","1"
"GOEXXX093","GOMA EVA LISA VINO 50X70CM","0.7","1"
"ACRPIM006","ACRILICO PRIMO AMARILLO 201 75ML","0.7","1"
"MRJPEL029","MARCADOR JGO PELIKAN MX 30230019 PERMANENT 240 JGO36U ","1.2","1"
"PNLACR016","PINTUR TELA ACRILEX 531 MARRON CORRIENTE","1.5","1"
"PMRXXX102","PAP MARQUILLA OFICIO","1","0.7"
"PRRMIL004","PAP ARROZ MILCAR  CEL 50X50CM","1.5","1"
"PRRMIL006","PAP ARROZ MILCAR BLA 50X50CM","0.7","1"
"GOEXXX033","GOMA EVA GLITTER OFICIO VER MANZ","1.2","1"
"LAPLYR125","LAPIZ LYRA 2051350 BROWN Y GREY TONES SET CAJA METAL 35U","1.5","1"
"PDDPEL031","PINT DEDO PELIKAN MX 52140015 AMA 60ML","0.7","1"
"PRELEY011","PORTAREVIS LEYDEZ TRIC 4 CARTON AZUL","0.7","0.5"
"PBOWIN001","PAP BOND WIN  AMA  75GR CARTA  PQ500HJS","0.5","1"
"LQLPEL001","LIQUIDO LIMP PELIKAN MX 01700100 PIZARRA ACRIL 180ML","0.7","1"
"PSESWA023","PAP SEDA 6202 TURQUESA 50X75CM","1.5","1"
"PNLACR054","PINTUR TELA ACRILEX 532  MET ORO","1.2","1"
"RESATS004","RESALTADOR ARTESCO CELESTE","0.7","1"
"TBTEST088","TARJ BAUTIZO ESTRE COL IB 1032 INVIT NIÑA","1.2","1"
"TABBLM001","TABLA PUNZADO EVAFLEX","0.7","1"
"PBOHPA003","PAP BOND HP BLAN OFICIO 75GR PQ500HJS","1.5","1"
"FOLELB005","FOLDER ELBA 67907 GB AMA PLAST OFICIO","0.7","1"
"PRRMIL007","PAP ARROZ MILCAR AZU 50X50CM","1.5","1"
"LCLLYR070","LAPIC COLOR LYRA 2871360 GRADUATE JGO36U CAJA MET","1.2","1"
"PBOPLI123","PAP BOND PAPER LINE AMA LEMON 75GR OFICIO PQ500 HJS","0.7","1"
"XCLATN025","EL CONCIERTO MAGICO","0.7","1"
"MCPSTB119","MICROPUNTA STABILO 88 97 GRIS AZUL INTENSO POINT 88","0.5","1.5"
"ARCCOD002","ARCHIVADOR CONDOR 1/2 PALANCA","1.5","1"
"ATMXXX002","ATM MOSTACILLAS","1.2","0.7"
"BOLUNI011","BOLIGRAFO SIGNO SPARKLING AZU BRILLANTINA 120SP 41","0.5","1"
"MRDSTB045","MARCADOR STABILO 568 58 PEN 68 BRUSH MORADO","0.7","1"
"MRDSTB046","MARCADOR STABILO 568 55 PEN 68 BRUSH LILA","0.7","1"
"PLUXXX030","PAP LUSTROSO LILA PUNTOS 50X70CM","0.5","1"
"CNRDYM002","CINTA ROTUL DYMO 91331 BLA LETRA TAG 1/2PULG O 12MM X 4M","1.2","1"
"PDDPEL032","PINT DEDO PELIKAN MX 52140009 AZU 60ML","1.5","1"
"PDDPEL034","PINT DEDO PELIKAN MX 52140019 NEGRO 60ML","0.7","1"
"BSAXXX016","BALSA PEQ DE REGALO","0.7","1"
"LCLSTB025","LAPIC COLOR STABILO 1400 700 CARBOTHELLO GRIS CALIDO 1","0.7","1"
"MCPPIL005","MICROPUNTA PILOT BL G1 5 R ROJ 0.5MM","1.5","1"
"CRBLYR001","CARBONCILLO LYRA 5550010 FINO 3 A 4 MM CJA 15UN","1.2","1"
"MCPPIL047","MICROPUNTA PILOT BL SG 5 AZU 0.5MM SUPER GEL","1.5","1"
"PESXXX005","PAP ESTAÑADO FUCSIA NO108 49X70CM","1.5","1"
"PILDRC014","PILAS DURACELL AAA BI1U","1.5","1"
"SENATS003","SEÑALADOR ARTESCO ROJ ESTANDAR 15CM PLAST","1.2","1"
"PDDPEL033","PINT DEDO PELIKAN MX 52140018 BLANCO 60ML","0.7","1"
"PDDPEL036","PINT DEDO PELIKAN MX 52140003 ROJO 60ML","1","1.2"
"PESXXX006","PAP ESTAÑADO AZU","0.5","1"
"PTFTNP016","PLASTOFORM TECNOPOR ESFERA 8.0CM DIAMETRO","0.5","1"
"PBOLEY005","PAP BOND LEYDEZ LAVANDA 80GR CARTA PQ500HJS","0.7","1"
"LIEXXX007","LIENZO PREPARADO 40X50CM","0.5","1"
"PLTPRR002","PALETA PRO ARTE 7306-7","1.2","1"
"MRAFBC005","MARC AGUA FABER CASTELL 123-N NEG","0.7","1"
"JUEXXX032","JUEGO DE AJEDREZ MAGENTICO","0.5","1"
"PCAMDN001","PAP CARBON MADISON AZU OFICIO","0.5","1"
"GOEXXX044","GOMA EVA LISA AMA 50X70CM","0.5","1"
"PERIDL007","PERFORADORA IDEAL IDL-P801 CAP 20 HJS","0.7","1"
"XCLATN055","DIOSAS DE LEYENDA","1.5","1"
"STCXXX001","STICKERS DIF MODELOS 25X20CM","1.5","1"
"PFOKOM003","PAP FOTOGRAF KORES 024005 BLA CARTA 90GR CJA25U","0.7","1"
"XCOALB005","EL GRAN LIBRO DE LAS VIANDAS","0.5","0.7"
"ATMXXX102","ATM BAJALENGUAS","0.5","1.5"
"PCPHOB002","PAP CREPE HOBBY AZU OSC 48X200CM","1.5","1"
"FORRIC019","FORRO RICOR 1/2 OFICIO PLAST MOR","1.2","1"
"PEGPEL015","PEGAMENTO PELIKAN MX SILICONA LIQ BASE AGUA 30 ML","0.5","1"
"PLUXXX019","PAP LUSTROSO MORADO 50X70CM","0.5","1"
"BOLPTL014","BOLIGRAFO PENTEL BK417 B ROJ 0.7MM WOW RETRAC","0.5","0.7"
"SETPEL065","SET CREATIVO PELIKAN 85730006 PASTEL 20 PZS","0.7","1"
"CUALAP010","CUADERNO LAPAP 50HJS CUAD ENG LIDER","0.5","1"
"PORPTL032","PORTAMINA PENTEL A105C G 0.5MM CAPLET AMA","0.7","1"
"ESPXXX003","ESPIRAL 12MM PLAST(80UNID)","0.7","1"
"PIZXXX008","PIZARRA ACRILICA 100X150M MARCO ALUM","0.7","1"
"BOLPEL050","BOLIGRAFO PELIKAN MX POINTEC FINO ROJO 0.7MM","1.2","1"
"TAJATS002","TAJADOR ARTESCO M 30LA MESA","1.2","1"
"REGDEL010","REGLA DELLO 3112.C.0096 30 CM DELLOCOLOR AZUL CX DISPLAY","1.5","1"
"XHSGIS112","HISTORIA DE BOLIVIA 11 VA EDICION","0.7","1"
"XCLATN042","EL JARDIN SECRETO","1.5","1.2"
"RESPEL014","RESALTADOR PELIKAN MX 714 VER MARCATEXTOS","1.2","1"
"BOLPTL034","BOLIGRAFO PENTEL B820P1 A STERLING BARRIL ROSA DISEÑO","1.5","0.5"
"BLDCNS010","BLOCK DIBUJO XL MIX CANSON ESP 30HJS 300GR A4 21 X 29 CM C200807215 ","0.5","1"
"FOLOXF109","FOLDER OXFORD 99835 CARTA AZUL 5 BOLSILLOS PLAST","0.5","1"
"ORGUSG007","ORGANIZ ESC USIGN 3K PLO 6 BANDEJAS","1.5","1"
"PBOGAM001","PAP.BOND GAMAS COLOR T/CARTA","0.7","1"
"TNMNOR001","TINT NUMER NORIS NEG 25ML","1.5","1"
"PBOCHM006","PAP BOND CHAMPION RECICLADO CARTA 75GR PQ500HJS","1.5","1"
"LCLPEL029","LAPIC COLOR PELIKAN AL JGO12U+1 COMBINO TRIANGULAR LARGO 811200","0.7","1.5"
"PDDPEL037","PINT DEDO PELIKAN MX 52140017 VERDE 60ML","0.7","1"
"PTLDEL009","PORTALAPIZ DELLO 3030.V1.0012 CLIPS VERDE","0.5","1"
"CUBXXX001","PORTA CUBO PAPEL METALICO","0.5","1"
"CLBFSK001","CLIP BIN FOSKA 41MM O CJ12U","1.5","1"
"BLPBRW025","BLOCK POST BRW BA0305","0.5","1"
"ETLBRW007","ESTUCH LAP BRW ET0104 AZUL 100 BOLIGRAFOS","1.5","1"
"ENGRAP033","ENGRAPADOR RAPID SO30 CAP 30HJS METAL NEG 5000546","1.5","1"
"ETLMAP013","ESTUCHE ESCOLAR MAPED TUBO NEOPRENO 934851","0.7","1"
"XCLBTN016","NOCHES DE CUENTOS CASITA DE CHOCOLATE EL LIBRO DE LA SELVA ART 2224","1.2","0.5"
"JUEART019","JUEGO ARTI TACJUE100 LOS ANIMALES Y SUS CRIAS","1.5","0.7"
"ATMXXX103","ATM DIFUMINADOR","1.5","1"
"HJCABC046","HJA CARPETA ABC 2 PERF RAYADA PQ100HJS","0.5","1"
"XMUCIM001","CANCIONERO CIMA ESC GRANDE","1.2","1"
"PSESWA002","PAP SEDA NEG 50X75CM","0.5","1"
"MCPSTB102","MICROPUNTA STABILO 88 48 BERMELLON POINT 88","1.5","1"
"PNAACR009","PINTUR  ACRILEX 03240/517 PVA NAR 37ML T/ROSADO","1.5","1"
"CCTDEL010","CAJA ORGANIZ LINO ","0.5","1"
"PCRUSG004","CORDON USIGN US 04D PLO PARA CREDENCIAL","0.5","1"
"FOLXXX025","FOLDER  PLAST SUJ FLIP","1.2","1"
"PILDRC010","PILAS DURACELL AAA BL6U","0.5","1"
"LAPPEL015","LAPIZ PELIKAN MX DE CERA 4COLORES50800140 CJ 10U","0.5","1"
"XCLSIG611","MAGNETOS EL GATO FUGITIVO COD 0354MG0020","1.5","1"
"XLNHOG250","HOLA CAOS","0.7","1"
"BOLPEL080","BOLIGRAFO PELIKAN AL 821278 SNAP K10  CELESTE","1.5","1"
"CAUFLI041","CARTULINA FOLIA 6222 100 84 FOTO MONTAJE 50X70CM","0.7","1"
"HUICHI004","HUINCHA CHINA CINTA 1M SASTRE PLAST","0.7","1"
"LONMAP012","LONCHERA MAPED BOLSO 872104","1.2","1"
"RESSTB035","RESALTADOR STABILO 76/54 NAR SHINE BOSS GRUESO","1.2","1.5"
"CAVUSG008","CARTAP VISOR USIGN US 103PD 1PULG 3A TIPO D A4 PLAST AZU","1.2","1"
"AGEABC008","AGENDA ABC PERPETUA FEMENINA JUVENIL","1","1.2"
"XHSGLB001","ALBUM DE IMAGENES ANTIGUAS LA PAZ DE 1865 A 1930","1.2","0.5"
"NYLXXX002","NYLON COLOR AMA","0.7","1"
"XACALB089","MENTE ACTIVA","0.5","1"
"GOEXXX003","GOMA EVA GLITTER AMA 50X70CM","1.2","1"
"XLIBTN019","EL PRINCIPE C E D C ART 110045","1.2","1"
"PAPATS002","PAPELERO ARTESCO ECONOMICA PLASTICO","0.5","1"
"CAVUSG005","CARTAP VISOR USIGN US 152PD 1.5PULG 2A TIPO D A4 PLAST AZU","1.2","1"
"POJDEL040","KIT MINI DULZURA DELLO 2290.SS.0006 CON 4 PORTA OBJETOS","1.2","1"
"MCPPTL056","MICROPUNTA PENTEL BL117W V VIO 0.7MM ENERGEL TRADIO","0.5","1"
"CCHISO005","CUCHILLA ISOFIT DELGADO PLAST","1.5","1"
"ACUFBC001","ACUARELA FABER CASTELL 190012 JGO12 PASTILLAS","0.5","1"
"PINPTL024","PINCEL PENTEL ZBS5-12E N° 12 PELO CABRA REDONDO","1.5","1"
"INALEY001","INDICE ARCH LEYDEZ A Z","1.5","1.2"
"GOEXXX062","GOMA EVA LISA NAR 50X70CM","1.5","1"
"PEGUHU016","PEGAMENTO UHU 40186 PEGA PEN 50ML","0.7","1"
"PBOCHA008","PAP.BOND CHAMEX BLA.75GR.T/DOBLE CARTA","0.7","1"
"ESPXXX013","ESPIRAL 45MM PLAST(15UNID)","0.5","1"
"GOEXXX090","GOMA EVA LISA VER MANZ 50X70CM","0.7","1"
"LAPSTB026","LAPIZ STABILO 282 6B OTHELLO NEG","0.5","1"
"TARORT004","TARJETA ORTIZ 20159","0.7","1.2"
"PESXXX010","PAP ESTAÑADO ORO","1.2","1"
"MCPPTL027","MICROPUNTA PENTEL BL27 A NEG 0.7MM ENERGEL","0.5","1"
"SENATS010","SEÑALADOR ARTESCO VER ESTANDAR 15CM PLAST","1.2","1"
"XLLALG037","CALCETIN ROJO LA ULTIMA CALLE DE COPENHAGUE","1.5","0.7"
"XLLSIG010","TELARAÑA VEINTE PISOS DE TERROR","1.5","0.5"
